timestamp,package_temp_c
11:49:04.981481487,49.000
11:49:05.587366799,49.000
11:49:06.195993115,51.000
11:49:06.879828263,55.000
11:49:07.496913837,55.000
11:49:08.114804230,56.000
11:49:08.732294708,56.000
11:49:09.347983590,57.000
11:49:09.962969797,57.000
11:49:10.578646632,57.000
11:49:11.196059831,57.000
11:49:11.842571890,56.000
11:49:12.518814875,58.000
11:49:13.133939919,58.000
11:49:13.747426876,56.000
11:49:14.362877243,56.000
11:49:14.977336585,57.000
11:49:15.592713565,57.000
11:49:16.207935902,57.000
11:49:16.823290685,57.000
11:49:17.437407976,57.000
11:49:18.109910514,57.000
11:49:18.725981047,57.000
11:49:19.337234812,57.000
11:49:19.952452665,57.000
11:49:20.563854591,57.000
11:49:21.179111015,57.000
11:49:21.799390223,58.000
11:49:22.413395205,58.000
11:49:23.025785647,58.000
11:49:23.707386293,59.000
11:49:24.322841709,59.000
11:49:24.937986160,59.000
11:49:25.553514945,59.000
11:49:26.168388183,57.000
11:49:26.792607431,57.000
11:49:27.408253129,58.000
11:49:28.023193532,58.000
11:49:28.638052748,58.000
11:49:29.320587787,58.000
11:49:29.936458878,58.000
11:49:30.553000849,58.000
11:49:31.168044867,58.000
11:49:31.781062064,58.000
11:49:32.394049619,58.000
11:49:33.010124696,58.000
11:49:33.624464160,58.000
11:49:34.242590875,59.000
11:49:34.952400518,59.000
11:49:35.567282074,59.000
11:49:36.181926617,58.000
11:49:36.796993891,58.000
11:49:37.410544783,57.000
11:49:38.025629006,57.000
11:49:38.640698668,58.000
11:49:39.255651963,58.000
11:49:39.870718484,58.000
11:49:40.564863022,58.000
11:49:41.179697172,58.000
11:49:41.792561869,59.000
11:49:42.408455117,59.000
11:49:43.023420290,58.000
11:49:43.638925379,58.000
11:49:44.254925368,59.000
11:49:44.869299139,59.000
11:49:45.484875007,59.000
11:49:46.181063100,59.000
11:49:46.796792676,59.000
11:49:47.412499949,59.000
11:49:48.027341221,59.000
11:49:48.643624746,58.000
11:49:49.261833201,58.000
11:49:49.877179803,58.000
11:49:50.490455864,58.000
11:49:51.106533472,58.000
11:49:51.802605455,59.000
11:49:52.426639873,59.000
11:49:53.056276677,56.000
11:49:53.680175997,56.000
11:49:54.304345670,57.000
11:49:54.930033587,57.000
11:49:55.553821841,56.000
11:49:56.241086372,56.000
11:49:56.862563291,56.000
11:49:57.491130730,56.000
11:49:58.117211672,56.000
11:49:58.742671546,56.000
11:49:59.370254646,56.000
11:49:59.994502180,56.000
11:50:00.633065459,56.000
11:50:01.257173432,56.000
11:50:01.909259414,56.000
11:50:02.540957688,56.000
11:50:03.163352982,57.000
11:50:03.788168719,57.000
11:50:04.411205661,57.000
11:50:05.033872199,57.000
11:50:05.655499666,56.000
11:50:06.290217627,57.000
11:50:06.914390217,57.000
11:50:07.563892081,57.000
11:50:08.197974519,57.000
11:50:08.820712586,56.000
11:50:09.443544881,56.000
11:50:10.067004861,56.000
11:50:10.689052227,56.000
11:50:11.312169203,57.000
11:50:12.035162399,58.000
11:50:12.665578342,58.000
11:50:13.294333294,57.000
11:50:13.922274680,57.000
11:50:14.556783990,57.000
11:50:15.186347316,57.000
11:50:15.811020383,58.000
11:50:16.498189131,56.000
11:50:17.124536940,56.000
11:50:17.749338971,55.000
11:50:18.372812565,55.000
11:50:18.995261561,56.000
11:50:19.618238522,56.000
11:50:20.240224878,56.000
11:50:20.871469758,57.000
11:50:21.494628411,57.000
11:50:22.152132213,55.000
11:50:22.774969189,55.000
11:50:23.398805648,56.000
11:50:24.021870204,56.000
11:50:24.646587105,57.000
11:50:25.269413735,57.000
11:50:25.892998656,56.000
11:50:26.524832082,57.000
11:50:27.149650082,57.000
11:50:27.797482991,57.000
11:50:28.420235046,57.000
11:50:29.041656989,55.000
11:50:29.664548060,55.000
11:50:30.287134589,57.000
11:50:30.910532563,57.000
11:50:31.534666045,56.000
11:50:32.216398722,57.000
